num_layers,d_model,dff,num_heads,Epoch 1,Epoch 2,Epoch 3,Epoch 4,Epoch 5,Epoch 6,Epoch 7,Epoch 8,Epoch 9,Epoch 10
6.0,512.0,2048.0,8.0,2.8290844,2.0804913,1.9283059,1.8030648,1.7130467,1.6432847,1.5895869,1.5412062,1.5004076,1.4635328
5.0,256.0,1024.0,8.0,2.923145532608032,2.0869579315185547,1.8824191093444824,1.7330611944198608,1.6358413696289062,1.5615534782409668,1.5020891427993774,1.454224944114685,1.408821702003479,1.37115478515625
4.0,128.0,512.0,8.0,3.0327682495117188,2.1015846729278564,1.726237654685974,1.4756621122360232,1.330552577972412,1.245191216468811,1.1845663785934448,1.138471245765686,1.1036782264709473,1.0725030899047852
3.0,64.0,256.0,4.0,3.087480068206787,2.0724470615386963,1.7629568576812744,1.5858802795410156,1.4907430410385132,1.4243435859680176,1.3793147802352903,1.3445464372634888,1.3197941780090332,1.2984741926193235
